box,transect,x_start,y_start,x_end,y_end,zone_dsas,slope_est,ci_lower,ci_upper,ci_width,hits_lower_bound,hits_upper_bound,poorly_constrained
Kribi_Z4,16,605595.2589568634,332414.00824800803,605467.2025546181,332688.4148242482,Zone 2 / Kribi II,0.5,0.37,0.5,0.13,False,True,True
Kribi_Z4,17,605448.9087828688,332322.53938926134,605320.8523806233,332670.1210524988,Zone 2 / Kribi II,0.26,0.1225,0.5,0.3775,False,True,True
Kribi_Z4,18,605229.3835218766,332359.12693276,605265.9710653754,332761.5899112455,Zone 2 / Kribi II,0.15,0.095,0.39,0.295,False,False,False
Kribi_Z4,19,605119.6208913806,332285.9518457626,605009.8582608845,332688.4148242482,Zone 2 / Kribi II,0.5,0.33,0.5,0.17,False,True,True
Kribi_Z4,20,604936.6831738872,332249.36430226394,604808.6267716418,332615.2397372508,Zone 2 / Kribi II,0.5,0.195,0.5,0.305,False,True,True
Kribi_Z4,21,604808.6267716418,332157.89544351725,604589.1015106497,332560.3584220028,Zone 2 / Kribi II,0.115,0.0775,0.2475,0.17,False,False,False
Kribi_Z4,22,604662.276597647,332084.72035651986,604461.0451084042,332487.18333500536,Zone 2 / Kribi II,0.08,0.06,0.1325,0.0725,False,False,False
Kribi_Z4,23,604497.632651903,331993.2514977732,604387.8700214069,332304.245617512,Zone 2 / Kribi II,0.5,0.185,0.5,0.315,False,True,True
Kribi_Z4,24,604387.8700214069,331993.2514977732,604204.9323039135,332322.53938926134,Zone 2 / Kribi II,0.5,0.3,0.5,0.2,False,True,True
Kribi_Z4,25,604332.9887061589,331846.90132377844,604058.5821299187,332121.3079000186,Zone 2 / Kribi II,0.085,0.065,0.1275,0.0625,False,False,False
Kribi_Z4,26,604259.8136191615,331737.1386932824,604076.8759016681,332029.8390412718,Zone 2 / Kribi II,0.5,0.2275,0.5,0.2725,False,True,True
Kribi_Z4,27,604131.7572169162,331663.96360628505,603967.113271172,331993.2514977732,Zone 2 / Kribi II,0.155,0.0825,0.5,0.4175,False,True,True
Kribi_Z4,28,604021.9945864201,331590.78851928766,603930.5257276734,331974.95772602386,Zone 2 / Kribi II,0.13,0.07,0.5,0.43,False,True,True
Kribi_Z4,29,603839.0568689267,331554.200975789,603839.0568689267,331993.2514977732,Zone 2 / Kribi II,0.16,0.0925,0.5,0.4075,False,True,True
Kribi_Z4,30,603692.706694932,331609.082291037,603784.1755536787,332029.8390412718,Zone 2 / Kribi II,0.17,0.1025,0.5,0.3975,False,True,True
Kribi_Z4,31,603674.4129231826,331572.4947475383,603418.3001186919,332048.1328130212,Zone 2 / Kribi II,0.5,0.215,0.5,0.285,False,True,True
Kribi_Z4,32,603637.8253796839,331481.0258887916,603308.5374881958,331682.25737803435,Zone 2 / Kribi II,0.065,0.055,0.0825,0.0275,False,False,False
Kribi_Z4,33,603619.5316079346,331352.96948654624,603198.7748576998,331535.9072040396,Zone 2 / Kribi II,0.105,0.085,0.15,0.065,False,False,False
Kribi_Z4,34,603528.0627491879,331243.2068560502,603125.5997707024,331444.43834529293,Zone 2 / Kribi II,0.16,0.105,0.36,0.255,False,False,False
Kribi_Z4,35,603436.5938904411,331041.9753668074,603180.4810859504,331352.96948654624,Zone 2 / Kribi II,0.085,0.06,0.145,0.085,False,False,False
Kribi_Z4,36,603180.4810859504,330987.0940515594,602979.2495967076,331389.5570300449,Zone 2 / Kribi II,0.04,0.035,0.05,0.015,True,False,True
Kribi_Z4,37,603107.3059989531,330932.21273631137,602759.7243357155,331279.79439954885,Zone 2 / Kribi II,0.08,0.07,0.1,0.03,False,False,False
Kribi_Z4,38,603034.1309119556,330840.7438775647,602668.2554769688,331041.9753668074,Zone 2 / Kribi II,0.5,0.4,0.5,0.1,False,True,True
Kribi_Z4,39,602997.543368457,330730.9812470686,602668.2554769688,330785.86256231664,Zone 2 / Kribi II,0.09,0.0725,0.1175,0.045,False,False,False
Kribi_Z4,40,603070.7184554543,330511.4559860765,602631.6679334701,330548.0435295752,Zone 2 / Kribi II,0.13,0.1,0.1925,0.0925,False,False,False
Kribi_Z4,41,603015.8371402064,330310.22449683375,602631.6679334701,330438.2808990792,Zone 2 / Kribi II,0.145,0.105,0.235,0.13,False,False,False
Kribi_Z4,42,602979.2495967076,330182.1680945884,602503.6115312248,330383.39958383114,Zone 2 / Kribi II,0.075,0.0625,0.0925,0.03,False,False,False
Kribi_Z4,43,602796.3118792142,329980.9366053456,602448.7302159767,330182.1680945884,Zone 2 / Kribi II,0.115,0.0875,0.1775,0.09,False,False,False
Kribi_Z4,44,602631.6679334701,329797.9988878522,602302.380041982,330054.11169234297,Zone 2 / Kribi II,0.125,0.1025,0.17,0.0675,False,False,False
Kribi_Z4,45,602467.0239877261,329706.5300291055,602210.9111832352,329926.0552900976,Zone 2 / Kribi II,0.095,0.075,0.1225,0.0475,False,False,False
Kribi_Z4,46,602320.6738137313,329523.59231161204,602101.1485527393,329907.76151834824,Zone 2 / Kribi II,0.19,0.1325,0.325,0.1925,False,False,False
Kribi_Z4,47,602119.4423244885,329505.29853986274,601881.6232917472,329871.1739748496,Zone 2 / Kribi II,0.5,0.2975,0.5,0.2025,False,True,True
Kribi_Z4,48,602101.1485527393,329340.65459411865,601716.979346003,329523.59231161204,Zone 2 / Kribi II,0.08,0.0675,0.0975,0.03,False,False,False
Kribi_Z4,49,602027.9734657418,329121.12933312653,601680.3918025044,329358.948365868,Zone 2 / Kribi II,0.115,0.0975,0.14,0.0425,False,False,False
Kribi_Z4,50,601918.2108352458,328938.19161563314,601625.5104872563,329267.47950712126,Zone 2 / Kribi II,0.065,0.0575,0.0775,0.02,False,False,False
Kribi_Z4,51,601771.8606612511,328901.6040721345,601479.1603132617,329139.4231048759,Zone 2 / Kribi II,0.185,0.125,0.3725,0.2475,False,False,False
Kribi_Z4,52,601716.979346003,328773.54766988906,601369.3976827656,328865.0165286357,Zone 2 / Kribi II,0.075,0.0675,0.085,0.0175,False,False,False
Kribi_Z4,53,601735.2731177524,328517.4348653983,601332.8101392669,328627.19749589433,Zone 2 / Kribi II,0.08,0.065,0.0975,0.0325,False,False,False
Kribi_Z4,54,601680.3918025044,328407.6722349022,601296.2225957682,328389.3784631529,Zone 2 / Kribi II,0.1,0.08,0.1275,0.0475,False,False,False
Kribi_Z4,55,601680.3918025044,328261.3220609075,601204.7537370215,328407.6722349022,Zone 2 / Kribi II,0.19,0.14,0.295,0.155,False,False,False
Kribi_Z4,56,601643.8042590057,328078.3843434141,601131.5786500241,328169.8532021608,Zone 2 / Kribi II,0.115,0.0925,0.155,0.0625,False,False,False
Kribi_Z4,57,601607.216715507,327932.0341694194,601131.5786500241,328005.2092564167,Zone 2 / Kribi II,0.1,0.0875,0.1225,0.035,False,False,False
Kribi_Z4,58,601534.0416285096,327785.6839954246,601131.5786500241,327895.44662592065,Zone 2 / Kribi II,0.105,0.08,0.1475,0.0675,False,False,False
Kribi_Z4,59,601570.6291720084,327621.04004968057,601040.1097912774,327694.2151366779,Zone 2 / Kribi II,0.095,0.0775,0.1225,0.045,False,False,False
Kribi_Z4,60,601460.8665415123,327456.3961039365,601021.8160195281,327602.7462779312,Zone 2 / Kribi II,0.105,0.0775,0.18,0.1025,False,False,False
Kribi_Z4,61,601387.6914545149,327310.04592994176,600985.2284760294,327401.51478868845,Zone 2 / Kribi II,0.07,0.065,0.0775,0.0125,False,False,False
Kribi_Z4,62,601405.9852262642,327090.52066894964,600948.6409325307,327218.577071195,Zone 2 / Kribi II,0.07,0.06,0.0775,0.0175,False,False,False
Kribi_Z4,63,601351.1039110163,326980.7580384536,600912.053389032,327053.933125451,Zone 2 / Kribi II,0.115,0.095,0.155,0.06,False,False,False
Kribi_Z4,64,601369.3976827656,326889.2891797069,600893.7596172827,326925.87672320555,Zone 2 / Kribi II,0.205,0.15,0.335,0.185,False,False,False
Kribi_Z4,65,601314.5163675175,326724.6452339628,600912.053389032,326742.93900571216,Zone 2 / Kribi II,0.175,0.135,0.2525,0.1175,False,False,False
Kribi_Z4,66,601369.3976827656,326560.0012882187,600857.172073784,326724.6452339628,Zone 2 / Kribi II,0.16,0.1225,0.225,0.1025,False,False,False
Kribi_Z4,67,601277.9288240189,326395.3573424747,600930.3471607814,326724.6452339628,Zone 2 / Kribi II,0.095,0.075,0.1225,0.0475,False,False,False
Kribi_Z4,68,601149.8724217735,326267.30094022927,600930.3471607814,326651.47014696547,Zone 2 / Kribi II,0.185,0.1175,0.435,0.3175,False,False,False
Kribi_Z4,69,600948.6409325307,326230.7133967306,600747.409443288,326560.0012882187,Zone 2 / Kribi II,0.5,0.36,0.5,0.14,False,True,True
Kribi_Z4,70,600930.3471607814,326102.6569944852,600601.0592692932,326267.30094022927,Zone 2 / Kribi II,0.1,0.085,0.1275,0.0425,False,False,False
Kribi_Z4,71,600930.3471607814,325992.8943639891,600527.8841822959,326011.1881357385,Zone 2 / Kribi II,0.14,0.1175,0.18,0.0625,False,False,False
Kribi_Z4,72,601003.5222477787,325883.1317334931,600509.5904105465,325864.83796174376,Zone 2 / Kribi II,0.31,0.21,0.5,0.29,False,True,True
Kribi_Z4,73,600948.6409325307,325700.1940159997,600473.0028670478,325700.1940159997,Zone 2 / Kribi II,0.09,0.08,0.105,0.025,False,False,False
Kribi_Z4,74,600930.3471607814,325553.8438420049,600473.0028670478,325535.5500702556,Zone 2 / Kribi II,0.145,0.1,0.2725,0.1725,False,False,False
Kribi_Z4,75,600985.2284760294,325352.6123527622,600582.7654975438,325462.37498325825,Zone 3 / Kribi I,0.07,0.06,0.0925,0.0325,False,False,False
Kribi_Z4,76,600527.8841822959,324803.799200282,600473.0028670478,325316.0248092636,Zone 3 / Kribi I,0.5,0.2425,0.5,0.2575,False,True,True
Kribi_Z4,77,600564.4717257946,324712.3303415353,600235.1838343064,325059.91200477275,Zone 3 / Kribi I,0.035,0.035,0.035,0.0,True,False,True
Kribi_Z4,78,600608.9887299453,324602.5677110392,600169.938207961,324748.91788503394,Zone 3 / Kribi I,0.065,0.06,0.075,0.015,False,False,False
Kribi_Z4,79,600649.5410037698,324511.09885229246,600192.1967100363,324565.9801675405,Zone 3 / Kribi I,0.095,0.08,0.1175,0.0375,False,False,False
Kribi_Z4,80,600612.9534602711,324364.74867829774,600173.902938287,324364.74867829774,Zone 3 / Kribi I,0.075,0.07,0.085,0.015,False,False,False
Kribi_Z5,1,600760.5767385392,324182.17298609833,600110.0326888737,324213.15127417765,Zone 3 / Kribi I,0.085,0.0725,0.1,0.0275,False,False,False
Kribi_Z5,2,600657.7670912535,323841.41181722604,599976.2447535088,323965.3249695432,Zone 3 / Kribi I,0.305,0.1975,0.5,0.3025,False,True,True
Kribi_Z5,3,600471.8973627777,323624.5638006709,599790.375025033,323717.4986649088,Zone 3 / Kribi I,0.08,0.065,0.0975,0.0325,False,False,False
Kribi_Z5,4,600347.9842104606,323345.75920795713,599728.4184488744,323407.7157841157,Zone 3 / Kribi I,0.5,0.4025,0.5,0.0975,False,True,True
Kribi_Z5,5,600286.0276343019,323128.911191402,599635.4835846365,323221.8460556399,Zone 3 / Kribi I,0.23,0.1625,0.4,0.2375,False,False,False
Kribi_Z5,6,600224.0710581433,322912.0631748469,599635.4835846365,323066.9546152434,Zone 3 / Kribi I,0.5,0.315,0.5,0.185,False,True,True
Kribi_Z5,7,600193.092770064,322726.19344637106,599542.5487203986,322819.12831060897,Zone 3 / Kribi I,0.5,0.415,0.5,0.085,False,True,True
Kribi_Z5,8,600162.1144819846,322509.34542981593,599573.527008478,322571.3020059745,Zone 3 / Kribi I,0.105,0.085,0.1325,0.0475,False,False,False
Kribi_Z5,9,600255.0493462225,322323.47570134007,599542.5487203986,322323.47570134007,Zone 3 / Kribi I,0.24,0.1625,0.4575,0.295,False,False,False
Kribi_Z5,10,600317.0059223812,322013.69282054703,599573.527008478,322013.69282054703,Zone 3 / Kribi I,0.065,0.0575,0.0775,0.02,False,False,False
Kribi_Z5,11,600347.9842104606,321734.8882278333,599759.3967369538,321672.9316516747,Zone 3 / Kribi I,0.3,0.1825,0.5,0.3175,False,True,True
Kribi_Z5,12,600440.9190746985,321394.12705896096,599728.4184488744,321518.0402112782,Zone 3 / Kribi I,0.11,0.08,0.1875,0.1075,False,False,False
Kribi_Z5,13,600502.875650857,321208.25733048515,599821.3533131123,321208.25733048515,Zone 3 / Kribi I,0.1,0.0825,0.13,0.0475,False,False,False
Kribi_Z5,14,600409.9407866191,320898.47444969206,599759.3967369538,320991.40931393,Zone 3 / Kribi I,0.25,0.135,0.5,0.365,False,True,True
Kribi_Z5,15,600347.9842104606,320681.626433137,599511.5704323193,320836.5178735335,Zone 3 / Kribi I,0.055,0.05,0.065,0.015,False,False,False
Kribi_Z5,16,600409.9407866191,320495.7567046611,599635.4835846365,320526.73499274044,Zone 3 / Kribi I,0.09,0.075,0.1125,0.0375,False,False,False
Kribi_Z5,17,600502.875650857,320216.9521119474,599697.4401607951,320278.908688106,Zone 3 / Kribi I,0.125,0.0925,0.2,0.1075,False,False,False
Kribi_Z5,18,600347.9842104606,319845.21265499573,599573.527008478,319876.19094307505,Zone 3 / Kribi I,0.43,0.2625,0.5,0.2375,False,True,True
Kribi_Z5,19,600193.092770064,319566.408062282,599480.5921442399,319659.3429265199,Zone 3 / Kribi I,0.47,0.185,0.5,0.315,False,True,True
Kribi_Z5,20,600131.1361939054,319225.64689340966,599418.6355680814,319349.5600457269,Zone 3 / Kribi I,0.085,0.0675,0.1225,0.055,False,False,False
Kribi_Z5,21,600038.2013296675,318822.92914837867,599325.7007038435,319163.690317251,Zone 3 / Kribi I,0.4,0.15,0.5,0.35,False,True,True
Kribi_Z5,22,599604.5052965572,318575.1028437443,599263.7441276849,319039.7771649338,Zone 3 / Kribi I,0.195,0.1075,0.5,0.3925,False,True,True
Kribi_Z5,23,599387.657280002,318513.14626758563,598953.9612468918,318884.8857245373,Zone 3 / Kribi I,0.095,0.0725,0.1375,0.065,False,False,False
Kribi_Z5,24,599356.6789919228,318265.31996295124,598861.0263826539,318420.2114033477,Zone 3 / Kribi I,0.07,0.06,0.08,0.02,False,False,False
Kribi_Z5,25,599294.7224157641,318017.4936583168,598644.1783660988,318110.4285225547,Zone 3 / Kribi I,0.19,0.145,0.2875,0.1425,False,False,False
Kribi_Z5,26,599294.7224157641,317769.66735368234,598706.1349422574,317831.623929841,Zone 3 / Kribi I,0.1,0.0825,0.125,0.0425,False,False,False
Kribi_Z5,27,599201.7875515262,317490.8627609686,598551.2435018609,317614.7759132858,Zone 3 / Kribi I,0.5,0.44,0.5,0.06,False,True,True
Kribi_Z5,28,599108.8526872883,317243.0364563342,598489.2869257022,317274.0147444135,Zone 3 / Kribi I,0.105,0.0875,0.135,0.0475,False,False,False
Kribi_Z5,29,599046.8961111298,316995.2101516997,598179.5040449091,317212.05816825485,Zone 3 / Kribi I,0.21,0.1725,0.2725,0.1,False,False,False
Kribi_Z5,30,598892.0046707332,316778.3621351446,598148.5257568299,316964.2318636204,Zone 3 / Kribi I,0.095,0.08,0.115,0.035,False,False,False
Kribi_Z5,31,598799.0698064953,316468.5792543516,598210.4823329885,316499.5575424309,Zone 3 / Kribi I,0.08,0.0675,0.095,0.0275,False,False,False
Kribi_Z5,32,598892.0046707332,316003.904933162,598117.5474687506,316127.8180854792,Zone 3 / Kribi I,0.095,0.0775,0.1275,0.05,False,False,False
Kribi_Z5,33,598922.9829588125,315725.10034044826,598148.5257568299,315756.0786285276,Zone 3 / Kribi I,0.08,0.07,0.1,0.03,False,False,False
Kribi_Z5,34,598799.0698064953,315508.25232389313,598024.6126045127,315539.2306119724,Zone 3 / Kribi I,0.11,0.0875,0.1425,0.055,False,False,False
Kribi_Z5,35,598830.0480945746,315198.4694431001,598055.590892592,315322.3825954173,Zone 3 / Kribi I,0.18,0.13,0.2975,0.1675,False,False,False
Kribi_Z5,36,598737.1132303367,314981.62142654497,597900.6994521954,315012.59971462423,Zone 3 / Kribi I,0.12,0.085,0.2125,0.1275,False,False,False
Kribi_Z5,37,598613.2000780194,314609.8819695933,597931.6777402748,314981.62142654497,Zone 3 / Kribi I,0.4,0.245,0.5,0.255,False,True,True
Kribi_Z5,38,598489.2869257022,314331.0773768796,597807.7645879575,314454.99052919674,Zone 3 / Kribi I,0.075,0.0675,0.08,0.0125,False,False,False
Kribi_Z5,39,598582.2217899401,314052.2727841658,597993.6343164333,314021.2944960865,Zone 3 / Kribi I,0.07,0.065,0.0825,0.0175,False,False,False
Kribi_Z5,40,598675.156654178,313804.4464795313,598024.6126045127,313649.55503913487,Zone 3 / Kribi I,0.07,0.065,0.0825,0.0175,False,False,False
Kribi_Z5,41,598737.1132303367,313370.7504464211,597962.6560283541,313308.7938702625,Zone 3 / Kribi I,0.07,0.065,0.0775,0.0125,False,False,False
Kribi_Z5,42,598768.091518416,312937.05441331083,598148.5257568299,312906.0761252316,Zone 3 / Kribi I,0.07,0.0625,0.08,0.0175,False,False,False
Kribi_Z5,43,598892.0046707332,312720.2063967557,598055.590892592,312689.22810867644,Zone 3 / Kribi I,0.08,0.07,0.09,0.02,False,False,False
Kribi_Z5,44,598984.9395349711,312348.4669398041,598179.5040449091,312317.4886517248,Zone 3 / Kribi I,0.055,0.05,0.06,0.01,False,False,False
Kribi_Z5,45,598984.9395349711,312069.6623470903,598365.3737733851,311976.7274828524,Zone 3 / Kribi I,0.065,0.0575,0.0775,0.02,False,False,False
Kribi_Z5,46,599232.7658396056,311759.8794662973,598427.3303495436,311697.9228901387,Zone 3 / Kribi I,0.08,0.0675,0.0975,0.03,False,False,False
Kribi_Z5,47,599263.7441276849,311543.0314497421,598489.2869257022,311450.09658550425,Zone 3 / Kribi I,0.08,0.065,0.115,0.05,False,False,False
Kribi_Z5,48,599356.6789919228,311202.2702808698,598737.1132303367,311202.2702808698,Zone 3 / Kribi I,0.07,0.055,0.0925,0.0375,False,False,False
Kribi_Z5,49,599480.5921442399,310954.44397623534,598644.1783660988,310830.5308239182,Zone 3 / Kribi I,0.085,0.065,0.115,0.05,False,False,False
Kribi_Z5,50,599480.5921442399,310675.63938352163,598892.0046707332,310675.63938352163,Zone 3 / Kribi I,0.12,0.09,0.1975,0.1075,False,False,False
Kribi_Z5,51,599728.4184488744,310396.8347908079,598953.9612468918,310303.89992656995,Zone 3 / Kribi I,0.095,0.0775,0.1225,0.045,False,False,False
Kribi_Z5,52,599728.4184488744,310056.0736219356,598830.0480945746,310087.0519100148,Zone 3 / Kribi I,0.185,0.11,0.5,0.39,False,True,True
Kribi_Z5,53,599821.3533131123,309684.3341649839,599046.8961111298,309870.2038934597,Zone 3 / Kribi I,0.13,0.0875,0.2375,0.15,False,False,False
Kribi_Z5,54,599635.4835846365,309405.52957227017,598953.9612468918,309777.2690292218,Zone 3 / Kribi I,0.155,0.11,0.29,0.18,False,False,False
Kribi_Z5,55,599356.6789919228,309312.5947080322,598861.0263826539,309591.399300746,Zone 3 / Kribi I,0.46,0.2225,0.5,0.2775,False,True,True
Kribi_Z5,56,599139.8309753677,309126.7249795564,598706.1349422574,309405.52957227017,Zone 3 / Kribi I,0.105,0.08,0.155,0.075,False,False,False
Kribi_Z5,57,599015.9178230504,308940.8552510806,598427.3303495436,309126.7249795564,Zone 3 / Kribi I,0.05,0.045,0.06,0.015,False,False,False
Kribi_Z5,58,599046.8961111298,308662.0506583668,598396.3520614643,308909.87696300127,Zone 3 / Kribi I,0.5,0.33,0.5,0.17,False,True,True
Kribi_Z5,59,599015.9178230504,308445.2026418117,598396.3520614643,308600.09408220823,Zone 3 / Kribi I,0.055,0.045,0.065,0.02,False,False,False
Kribi_Z5,60,599077.874399209,308228.35462525656,598241.4606210678,308383.2460656531,Zone 3 / Kribi I,0.11,0.09,0.1525,0.0625,False,False,False
Kribi_Z5,61,598768.091518416,308011.5066087014,598179.5040449091,308228.35462525656,Zone 3 / Kribi I,0.105,0.0875,0.13,0.0425,False,False,False
Kribi_Z5,62,598706.1349422574,307825.6368802256,598117.5474687506,308104.4414729394,Zone 3 / Kribi I,0.13,0.1,0.1925,0.0925,False,False,False
Kribi_Z5,63,598613.2000780194,307670.7454398292,597931.6777402748,307763.68030406703,Zone 3 / Kribi I,0.08,0.07,0.0925,0.0225,False,False,False
Kribi_Z5,64,598675.156654178,307453.89742327394,597900.6994521954,307577.8105755912,Zone 3 / Kribi I,0.04,0.04,0.0425,0.0025,False,False,False
Kribi_Z5,65,598458.308637623,307268.02769479813,597776.7862998783,307391.94084711536,Zone 3 / Kribi I,0.04,0.04,0.0425,0.0025,False,False,False
Kribi_Z5,66,598489.2869257022,307113.13625440164,597497.9817071646,307329.9842709568,Zone 3 / Kribi I,0.085,0.07,0.115,0.045,False,False,False
Kribi_Z5,67,598272.4389091472,306865.3099497672,597683.8514356404,307020.2013901637,Zone 3 / Kribi I,0.06,0.055,0.0675,0.0125,False,False,False
Kribi_Z5,68,598210.4823329885,306679.4402212914,597528.9599952438,306834.3316616879,Zone 3 / Kribi I,0.045,0.045,0.0475,0.0025,False,False,False
Kribi_Z5,69,598086.5691806712,306369.6573404983,597436.0251310059,306586.5053570534,Zone 3 / Kribi I,0.045,0.04,0.0475,0.0075,False,False,False
Kribi_Z5,70,597928.4403057777,306090.8527477846,597246.917968033,306214.7659001018,Zone 3 / Kribi I,0.095,0.0825,0.115,0.0325,False,False,False
Kribi_Z5,71,597895.8433004498,305874.00473122945,597121.3860984672,305935.96130738803,Zone 3 / Kribi I,0.125,0.1,0.165,0.065,False,False,False
Kribi_Z6,1,597770.1383175348,305835.7342542682,597253.8169944594,305835.7342542682,Zone 3 / Kribi I,0.05,0.045,0.055,0.01,False,False,False
Kribi_Z6,2,597817.0766196325,305554.1044416816,597347.6935986549,305507.1661395838,Zone 3 / Kribi I,0.135,0.1075,0.1775,0.07,False,False,False
Kribi_Z6,3,597887.4840727792,305342.88208224165,597511.977655997,305249.00547804614,Zone 3 / Kribi I,0.09,0.0725,0.1175,0.045,False,False,False
Kribi_Z6,4,597981.3606769748,305131.6597228017,597511.977655997,305084.721420704,Zone 3 / Kribi I,0.05,0.045,0.055,0.01,False,False,False
Kribi_Z6,5,598025.7910154621,304896.9682123129,597579.8771455333,304779.62245706853,Zone 4 / Campo,0.075,0.06,0.0975,0.0375,False,False,False
Kribi_Z6,6,598048.0061847058,304591.86924867745,597531.6848616303,304638.80755077524,Zone 4 / Campo,0.15,0.1225,0.205,0.0825,False,False,False
Kribi_Z6,7,597965.2371651321,304380.6468892375,597425.4466910078,304474.523493433,Zone 4 / Campo,0.075,0.065,0.0875,0.0225,False,False,False
Kribi_Z6,8,597894.8297119854,304169.4245297976,597355.0392378612,304357.17773818865,Zone 4 / Campo,0.1,0.08,0.1425,0.0625,False,False,False
Kribi_Z6,9,597683.6073525455,303958.2021703577,597237.6934826168,304192.8936808465,Zone 4 / Campo,0.035,0.035,0.035,0.0,True,False,True
Kribi_Z6,10,597636.6690504478,303770.4489619666,597167.2860294702,303911.2638682599,Zone 4 / Campo,0.055,0.04,0.08,0.04,False,False,False
Kribi_Z6,11,597730.5456546432,303582.6957535756,597331.5700868123,303629.6340556733,Zone 4 / Campo,0.13,0.0875,0.26,0.1725,False,False,False
Kribi_Z6,12,597777.483956741,303441.8808472823,597214.2243315679,303488.81914938,Zone 4 / Campo,0.105,0.075,0.17,0.095,False,False,False
Kribi_Z6,13,597800.9531077899,303254.1276388912,597120.3477273723,303254.1276388912,Zone 4 / Campo,0.195,0.12,0.5,0.38,False,True,True
Kribi_Z6,14,597777.483956741,302949.0286752558,597143.8168784212,302995.9669773536,Zone 4 / Campo,0.07,0.05,0.135,0.085,False,False,False
Kribi_Z6,15,597683.6073525455,302690.8680137181,597120.3477273723,302761.27546686475,Zone 4 / Campo,0.065,0.05,0.1025,0.0525,False,False,False
Kribi_Z6,16,597613.1998993988,302385.76905008266,597120.3477273723,302573.5222584737,Zone 4 / Campo,0.055,0.0475,0.065,0.0175,False,False,False
Kribi_Z6,17,597331.5700868123,302151.07753959385,596956.0636700302,302456.1765032293,Zone 4 / Campo,0.04,0.0375,0.0475,0.01,False,False,False
Kribi_Z6,18,597190.755180519,301963.3243312028,596744.8413105903,302127.60838854493,Zone 4 / Campo,0.09,0.075,0.11,0.035,False,False,False
Kribi_Z6,19,597096.8785763235,301634.75621651846,596486.6806490526,301869.44772700727,Zone 4 / Campo,0.055,0.045,0.0725,0.0275,False,False,False
Kribi_Z6,20,596791.779612688,301447.0030081274,596298.9274406615,301752.10197176284,Zone 4 / Campo,0.08,0.065,0.0975,0.0325,False,False,False
Kribi_Z6,21,596604.026404297,301165.3731955408,596275.4582896127,301564.3487633718,Zone 4 / Campo,0.06,0.0475,0.0775,0.03,False,False,False
Kribi_Z6,22,595806.0752686351,301188.8423465897,595383.6305497552,301634.75621651846,Zone 4 / Campo,0.5,0.305,0.5,0.195,False,True,True
Kribi_Z6,23,595782.6061175861,300695.9901745632,595289.7539455596,300860.2742319053,Zone 4 / Campo,0.5,0.1325,0.5,0.3675,False,True,True
Kribi_Z6,24,595853.0135707328,300578.6444193188,595360.1613987063,300531.70611722104,Zone 4 / Campo,0.08,0.06,0.135,0.075,False,False,False
Kribi_Z6,25,595853.0135707328,300367.4220598789,595289.7539455596,300367.4220598789,Zone 4 / Campo,0.07,0.0525,0.1025,0.05,False,False,False
Kribi_Z6,26,595946.8901749284,300132.7305493901,595336.6922476573,300085.7922472923,Zone 4 / Campo,0.05,0.04,0.07,0.03,False,False,False
Kribi_Z6,27,595993.8284770261,299968.44649204786,595242.8156434619,299944.977340999,Zone 4 / Campo,0.06,0.0475,0.08,0.0325,False,False,False
Kribi_Z6,28,596017.2976280749,299639.87837736355,595430.5688518529,299686.81667946134,Zone 4 / Campo,0.235,0.0875,0.5,0.4125,False,True,True
Kribi_Z6,29,596064.2359301727,299405.18686687475,595430.5688518529,299499.06347107026,Zone 4 / Campo,0.055,0.04,0.095,0.055,False,False,False
Kribi_Z6,30,596064.2359301727,299240.9028095326,595454.0380029018,299240.9028095326,Zone 4 / Campo,0.12,0.0725,0.4425,0.37,False,False,False
Kribi_Z6,31,596040.7667791238,298935.80384589714,595477.5071539506,299053.1496011415,Zone 4 / Campo,0.085,0.055,0.19,0.135,False,False,False
Kribi_Z6,32,596040.7667791238,298724.5814864572,595524.4454560485,298794.98893960385,Zone 4 / Campo,0.06,0.05,0.0775,0.0275,False,False,False
Kribi_Z6,33,595993.8284770261,298419.4825228217,595454.0380029018,298560.29742911505,Zone 4 / Campo,0.08,0.065,0.1075,0.0425,False,False,False
Kribi_Z6,34,595899.9518728305,298137.8527102352,595407.099700804,298278.66761652846,Zone 4 / Campo,0.05,0.0425,0.0625,0.02,False,False,False
Kribi_Z6,35,595712.1986644395,297879.6920486975,595313.2230966085,298043.97610603966,Zone 4 / Campo,0.065,0.05,0.0925,0.0425,False,False,False
Kribi_Z6,36,595571.3837581462,297691.9388403064,595125.4698882175,297856.2228976486,Zone 4 / Campo,0.045,0.035,0.075,0.04,True,False,True
Kribi_Z6,37,595477.5071539506,297504.1856319154,595055.0624350709,297785.81544450193,Zone 4 / Campo,0.055,0.04,0.0875,0.0475,False,False,False
Kribi_Z6,38,595336.6922476573,297339.90157457325,594914.2475287776,297598.0622361109,Zone 4 / Campo,0.065,0.055,0.08,0.025,False,False,False
Kribi_Z6,39,595266.2847945108,297105.2100640844,594773.4326224843,297316.4324235243,Zone 4 / Campo,0.27,0.1525,0.5,0.3475,False,True,True
Kribi_Z6,40,595102.0007371686,296893.9877046445,594679.5560182887,297175.61751723103,Zone 4 / Campo,0.075,0.06,0.1075,0.0475,False,False,False
Kribi_Z6,41,594914.2475287776,296682.76534520456,594397.9262057021,297034.80261093774,Zone 4 / Campo,0.285,0.1925,0.5,0.3075,False,True,True
